EndDate,Role in Operation,County,Regions,Total Yield Bearing Acreage,Acre Ranges,Total Non-Yield Bearing Acreage,Pollination Manager,Cover Crop Grown,Cover Crop Seeds,Cover Crop Satisfaction,Cover Crop Interest,Cover Crop Concerns,Cover Crop Incentives,Water Source,PPH Grown,PPH Satisfaction,PPH Interest,PPH Concerns,PPH Incentives,Pollination,Beekeeper Location,Rental Price,Age
1/25/20,Owner/operator of almond orchard(s),Merced,Central,30,Small,6,Owner of the almond orchard(s),No,,,Not sure,"Increased risk of frost damage,Physical interference with operations",None of these are incentives,A combination of surface water and groundwater,Yes,Not Satisfied,,"Lack of available land,Physical interference with operations,Fire danger from vegetation",9,We rented all our bees,Near your orchard(s): from the same county or a neighboring county,195,65-74 years old
1/25/20,Owner/operator of almond orchard(s),Fresno,South,20,Small,0,"Affiliated PCA (with an agricultural retailer),Beekeeper",No,,,No,We have no concerns about cover crops,None of these are incentives,A combination of surface water and groundwater,No,,No,Lack of available land,None of these are incentives,We rented all our bees,Near your orchard(s): from the same county or a neighboring county,180,65-74 years old
1/25/20,Farm manager (not owner),Stanislaus,Central,N/A,NA,N/A,Farm manager,No,,,Not sure,"Incompatibility with irrigation system(s),Effort/time to manage it,Labor to grow/maintain it,Increased risk of frost damage",None of these are incentives,Groundwater,No,,No,"Labor to plant and maintain it,Effort/time to manage it,Risk of supporting pest populations (e.g. Navel Orange Worm, or rodents)",None of these are incentives,We rented all our bees,"California, but not a neighboring county",210,25-34 years old
1/25/20,Owner/operator of almond orchard(s),Stanislaus,Central,800,Large,50,"Owner of the almond orchard(s),Farm manager,Independent PCA (not affiliated with an agricultural retailer)",No,,,Yes,"Expense of water,Labor to grow/maintain it,Cost of equipment needed to plant seeds,Cost of seeds,Limited time for planting due to competing operations","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Federal cost-share program that covers the cost of cover crop seeds,Increased strength of bee colonies during bloom",Surface water,No,,Yes,"Lack of available land,Labor to plant and maintain it,Effort/time to manage it,Cost to plant and maintain it,Fire danger from vegetation","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",We rented all our bees,"California, but not a neighboring county,Out of state",185,45-54 years old
1/25/20,Owner/operator of almond orchard(s),Fresno,Central,65,Medium,0,"Owner of the almond orchard(s),Farm manager,Independent PCA (not affiliated with an agricultural retailer),Bee broker",No,,,No,Prefer not to answer,Prefer not to answer,A combination of surface water and groundwater,Not sure,,No,Prefer not to answer,9,We rented all our bees,Prefer not to answer,250,65-74 years old
1/25/20,Owner/operator of almond orchard(s),Merced,Central,61,Medium,0,Owner of the almond orchard(s),Yes,"Private cost-share program (e.g., Seeds for Bees)",Very Satisfied,,"Effort/time to manage it,Availability of equipment needed to plant seeds,Physical interference with operations",,Surface water,No,,Yes,"Lack of available land,Physical interference with operations","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",We rented all our bees,Out of state,175,55-64 years old
1/25/20,Owner/operator of almond orchard(s),Merced,Central,18,Small,0,Beekeeper,No,,,No,"Effort/time to manage it,Labor to grow/maintain it,Availability of equipment needed to plant seeds,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents)","Federal cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds,Increased strength of bee colonies during bloom",Surface water,No,,No,"Lack of available land,Physical interference with operations",None of these are incentives,We supplied all of our own bee pollination,,,25-34 years old
1/26/20,Farm manager (not owner),Fresno,South,20,Small,10,"Owner of the almond orchard(s),Affiliated PCA (with an agricultural retailer)",Yes,PCA/CCA/Crop consultant,Somewhat Satisfied,,"Availability of water,Expense of water,Effort/time to manage it,Labor to grow/maintain it,Inadequate soil type for cover crops,Increased risk of frost damage,Limited time for planting due to competing operations",,A combination of surface water and groundwater,Yes,Very Satisfied,,"Lack of available land,Labor to plant and maintain it,Effort/time to manage it,Availability of water,Increased risk of frost damage,Fire danger from vegetation,Potential for pesticide application to harm native/endangered pollinators living in the permanent habitat","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",We rented some bees and supplied some of our own,Near your orchard(s): from the same county or a neighboring county,160,55-64 years old
1/26/20,Owner/operator of almond orchard(s),Fresno,South,20,Small,0,Owner of the almond orchard(s),No,,,Not sure,Increased risk of frost damage,None of these are incentives,Groundwater,No,,Not sure,Lack of available land,None of these are incentives,Our orchards were not mature enough for bee pollination,,,55-64 years old
1/26/20,Owner/operator of almond orchard(s),San Joaquin,Central,6,Small,2,Beekeeper,No,,,No,We have no concerns about cover crops,Increased strength of bee colonies during bloom,Surface water,No,,Not sure,Effort/time to manage it,"Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",We supplied all of our own bee pollination,,,35-44 years old
1/26/20,Owner/operator of almond orchard(s),Stanislaus,Central,79,Medium,20,Pesticide applicator,Yes,Directly from seed company,Somewhat Satisfied,,Physical interference with operations,,Surface water,No,,Yes,Physical interference with operations,"Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants",We rented all our bees,Near your orchard(s): from the same county or a neighboring county,175,25-34 years old
1/26/20,Farm manager (not owner),Tulare,South,23,Small,10,Owner of the almond orchard(s),No,,,No,"Increased risk of frost damage,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents)","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Decreased rental fee for managed bee colonies,Private cost-share program that covers the cost of cover crop seeds",Surface water,No,,Yes,We have no concerns about permanent habitat,None of these are incentives,We supplied all of our own bee pollination,,,35-44 years old
1/26/20,Farm manager (not owner),Yuba,Delta,9,Small,3,"Owner of the almond orchard(s),Farm manager",No,,,Not sure,"Labor to grow/maintain it,Cost of equipment needed to plant seeds,Limited time for planting due to competing operations","Federal cost-share program that covers the cost of cover crop seeds,Private cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds",Surface water,No,,Yes,Lack of available land,"Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Increased strength of bee colonies during bloom and afterwards",We rented all our bees,Near your orchard(s): from the same county or a neighboring county,225,45-54 years old
1/27/20,Owner/operator of almond orchard(s),Tulare,South,80,Medium,40,"Owner of the almond orchard(s),Affiliated PCA (with an agricultural retailer)",No,,,Not sure,"Availability of water,Expense of water,Incompatibility with irrigation system(s)","Private cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds",Groundwater,No,,Not sure,"Lack of available land,Labor to plant and maintain it,Effort/time to manage it,Availability of water","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies",We rented all our bees,Near your orchard(s): from the same county or a neighboring county,195,25-34 years old
1/27/20,Farm manager (not owner),Merced,Central,918.1,Large,92,"Owner of the almond orchard(s),Farm manager,Independent PCA (not affiliated with an agricultural retailer),Affiliated PCA (with an agricultural retailer)",Yes,Directly from seed company,Somewhat Satisfied,,"Availability of water,Effort/time to manage it,Labor to grow/maintain it",,A combination of surface water and groundwater,No,,No,Lack of information about how to grow permanent pollinator habitat,"Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards",We rented all our bees,Out of state,180,35-44 years old
1/27/20,Farm manager (not owner),Fresno,South,365,Large,0,"Farm manager,Affiliated PCA (with an agricultural retailer),Beekeeper",Yes,Directly from seed company,Somewhat Satisfied,,"Labor to grow/maintain it,Increased risk of frost damage,Limited time for planting due to competing operations,Physical interference with operations",,Groundwater,No,,Not sure,"Lack of available land,Labor to plant and maintain it,Effort/time to manage it,Cost to plant and maintain it,Lack of information about how to grow permanent pollinator habitat","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",We rented all our bees,Out of state,175,45-54 years old
1/27/20,"Owner, not responsible for day-to-day management",Madera,Central,29,Small,3,Owner of the almond orchard(s),Yes,"Federal cost-share program (e.g., EQIP)",Very Satisfied,,We have no concerns about cover crops,,Surface water,No,,No,Lack of available land,"Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Supporting native pollinators",We supplied all of our own bee pollination,,,35-44 years old
1/27/20,Owner/operator of almond orchard(s),Colusa,North,80,Medium,0,"Owner of the almond orchard(s),Farm manager",No,,,Not sure,"Expense of water,Effort/time to manage it","Easy/affordable access to equipment needed to plant seeds,Increased strength of bee colonies during bloom",A combination of surface water and groundwater,No,,No,Labor to plant and maintain it,"Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",We rented all our bees,"California, but not a neighboring county",205,55-64 years old
1/27/20,Owner/operator of almond orchard(s),"Fresno,Kings",South,10,Small,0,Owner of the almond orchard(s),No,,,No,"Availability of equipment needed to plant seeds,Cost of seeds","Associated benefits from non-pollination services (improved soil health, water filtration, etc.)",A combination of surface water and groundwater,No,,Not sure,"Cost to plant and maintain it,Fire danger from vegetation","Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",We rented all our bees,Out of state,195,25-34 years old
1/27/20,Farm manager (not owner),Stanislaus,Central,60,Medium,9,Owner of the almond orchard(s),Yes,"Private cost-share program (e.g., Seeds for Bees)",Somewhat Satisfied,,We have no concerns about cover crops,,A combination of surface water and groundwater,Not sure,,Not sure,Lack of information about how to grow permanent pollinator habitat,"Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",We rented some bees and supplied some of our own,"California, but not a neighboring county",200,65-74 years old
1/27/20,Owner/operator of almond orchard(s),Merced,Central,160,Medium,0,Owner of the almond orchard(s),No,,,Yes,Effort/time to manage it,"Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Decreased rental fee for managed bee colonies,Federal cost-share program that covers the cost of cover crop seeds,Private cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds,Increased strength of bee colonies during bloom",A combination of surface water and groundwater,No,,Yes,"Labor to plant and maintain it,Effort/time to manage it,Cost to plant and maintain it","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",We rented all our bees,Out of state,200,75 years or older
1/27/20,Farm manager (not owner),Yolo,Delta,37,Small,2,"Owner of the almond orchard(s),Affiliated PCA (with an agricultural retailer)",Yes,"Federal cost-share program (e.g., EQIP)",Very Satisfied,,We have no concerns about cover crops,,Groundwater,Yes,Very Satisfied,,We have no concerns about permanent habitat,"Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",Prefer not to answer,Out of state,215,45-54 years old
1/27/20,Owner/operator of almond orchard(s),Stanislaus,Central,100,Medium,170,"Farm manager,Affiliated PCA (with an agricultural retailer)",No,,,No,Availability of equipment needed to plant seeds,Easy/affordable access to equipment needed to plant seeds,Surface water,No,,No,Lack of available land,None of these are incentives,We rented all our bees,Out of state,185,25-34 years old
1/27/20,Farm manager (not owner),"Fresno,Kings",South,201.5,Large,27,"Farm manager,Beekeeper",Yes,Directly from seed company,Very Satisfied,,"Incompatibility with irrigation system(s),Limited time for planting due to competing operations",,A combination of surface water and groundwater,No,,Not sure,"Lack of available land,Labor to plant and maintain it,Effort/time to manage it,Incompatibility with irrigation system(s),Physical interference with operations,Lack of information about how to grow permanent pollinator habitat,Availability of water","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",We rented all our bees,Near your orchard(s): from the same county or a neighboring county,195,25-34 years old
1/27/20,Owner/operator of almond orchard(s),Solano,Delta,240,Large,0,"Owner of the almond orchard(s),Farm manager,Independent PCA (not affiliated with an agricultural retailer),Affiliated PCA (with an agricultural retailer),Pesticide applicator,Beekeeper",No,,,Yes,"Cost of equipment needed to plant seeds,Increased risk of frost damage,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents)","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Decreased rental fee for managed bee colonies,Federal cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds,Increased strength of bee colonies during bloom",Groundwater,No,,Not sure,"Lack of available land,Labor to plant and maintain it,Effort/time to manage it","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",We rented all our bees,Near your orchard(s): from the same county or a neighboring county,185,25-34 years old
1/27/20,Owner/operator of almond orchard(s),Solano,Delta,397,Large,0,"Independent PCA (not affiliated with an agricultural retailer),Beekeeper,Bee broker",No,,,No,"Effort/time to manage it,Labor to grow/maintain it,Cost of equipment needed to plant seeds,Availability of equipment needed to plant seeds,Cost of seeds,Increased risk of frost damage","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Private cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds",Groundwater,Yes,Somewhat Satisfied,,"Labor to plant and maintain it,Effort/time to manage it",None of these are incentives,We rented all our bees,"California, but not a neighboring county",200,25-34 years old
1/27/20,"Owner, not responsible for day-to-day management",Merced,Central,88,Medium,10,Farm manager,No,,,Not sure,"Availability of water,Expense of water","Associated benefits from non-pollination services (improved soil health, water filtration, etc.)",Groundwater,Not sure,,No,"Expense of water,Availability of water",Decreased rental fee for managed bee colonies,We supplied all of our own bee pollination,,,25-34 years old
1/27/20,Owner/operator of almond orchard(s),Solano,Delta,227,Large,85,"Affiliated PCA (with an agricultural retailer),Beekeeper",Yes,Directly from seed company,Somewhat Satisfied,,"Effort/time to manage it,Limited time for planting due to competing operations,Physical interference with operations",,A combination of surface water and groundwater,No,,No,"Lack of available land,Labor to plant and maintain it,Incompatibility with irrigation system(s),Physical interference with operations","Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",We rented all our bees,Near your orchard(s): from the same county or a neighboring county,190,45-54 years old
1/27/20,Owner/operator of almond orchard(s),Stanislaus,Central,200,Medium,100,"Owner of the almond orchard(s),Farm manager,Independent PCA (not affiliated with an agricultural retailer),Beekeeper",No,,,Not sure,"Increased risk of frost damage,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents)","Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom",A combination of surface water and groundwater,No,,Not sure,"Risk of supporting pest populations (e.g. Navel Orange Worm, or rodents)",None of these are incentives,We rented all our bees,"California, but not a neighboring county,Out of state",170,45-54 years old
1/27/20,Farm manager (not owner),Kings,South,12,Small,0,Owner of the almond orchard(s),Yes,"Private cost-share program (e.g., Seeds for Bees)",Somewhat Satisfied,,"Risk of supporting pest populations (e.g., Navel Orange Worm or rodents),Limited time for planting due to competing operations",,A combination of surface water and groundwater,No,,No,"Lack of available land,Physical interference with operations",None of these are incentives,Our orchards were not mature enough for bee pollination,,,35-44 years old
1/27/20,Owner/operator of almond orchard(s),Stanislaus,Central,200,Medium,150,Owner of the almond orchard(s),Yes,Directly from seed company,Not Satisfied,,"Availability of water,Expense of water,Incompatibility with irrigation system(s),Effort/time to manage it,Labor to grow/maintain it,Cost of equipment needed to plant seeds,Availability of equipment needed to plant seeds,Cost of seeds,Increased risk of frost damage,Limited time for planting due to competing operations,Physical interference with operations",,A combination of surface water and groundwater,No,,No,"Lack of available land,Labor to plant and maintain it,Effort/time to manage it,Cost to plant and maintain it,Incompatibility with irrigation system(s),Physical interference with operations,Expense of water,Availability of water,Risk of supporting pest populations (e.g. Navel Orange Worm, or rodents),Potential for pesticide application to harm native/endangered pollinators living in the permanent habitat","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Supporting native pollinators",Prefer not to answer,Prefer not to answer,0,55-64 years old
1/27/20,Farm manager (not owner),Tehama,North,5,Small,0,"Owner of the almond orchard(s),Affiliated PCA (with an agricultural retailer)",Yes,"Private cost-share program (e.g., Seeds for Bees)",Not Satisfied,,"Availability of water,Expense of water",,Surface water,No,,Not sure,Lack of information about how to grow permanent pollinator habitat,"Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",Prefer not to answer,"California, but not a neighboring county",195,45-54 years old
1/27/20,Owner/operator of almond orchard(s),Merced,Central,15,Small,0,Affiliated PCA (with an agricultural retailer),No,,,Not sure,Effort/time to manage it,"Associated benefits from non-pollination services (improved soil health, water filtration, etc.)",A combination of surface water and groundwater,No,,Not sure,We have no concerns about permanent habitat,"Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",We rented all our bees,"California, but not a neighboring county",185,45-54 years old
1/27/20,Owner/operator of almond orchard(s),Fresno,South,80,Medium,20,Beekeeper,No,,,No,"Labor to grow/maintain it,Limited time for planting due to competing operations,Physical interference with operations","Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom",A combination of surface water and groundwater,No,,Not sure,"Lack of available land,Effort/time to manage it",None of these are incentives,We rented all our bees,Out of state,200,55-64 years old
1/28/20,Owner/operator of almond orchard(s),Stanislaus,Central,180,Medium,30,"Owner of the almond orchard(s),Affiliated PCA (with an agricultural retailer)",No,,,Not sure,"Limited time for planting due to competing operations,Physical interference with operations","Associated benefits from non-pollination services (improved soil health, water filtration, etc.)",Surface water,No,,No,"Lack of available land,Physical interference with operations,Risk of supporting pest populations (e.g. Navel Orange Worm, or rodents)",None of these are incentives,We rented all our bees,Out of state,150,35-44 years old
1/28/20,Owner/operator of almond orchard(s),Stanislaus,Central,33.9,Small,3.5,"Owner of the almond orchard(s),Independent PCA (not affiliated with an agricultural retailer)",No,,,Yes,We have no concerns about cover crops,"Federal cost-share program that covers the cost of cover crop seeds,Increased strength of bee colonies during bloom",Surface water,No,,Yes,"Labor to plant and maintain it,Effort/time to manage it,Cost to plant and maintain it","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",We rented all our bees,Out of state,210,45-54 years old
1/28/20,Farm manager (not owner),Yolo,Delta,1113,Large,895,"Owner of the almond orchard(s),Farm manager,Independent PCA (not affiliated with an agricultural retailer),Bee broker",No,,,Yes,"Effort/time to manage it,Increased risk of frost damage,Limited time for planting due to competing operations","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Decreased rental fee for managed bee colonies,Federal cost-share program that covers the cost of cover crop seeds,Increased strength of bee colonies during bloom",A combination of surface water and groundwater,Yes,Somewhat Satisfied,,"Effort/time to manage it,Potential for pesticide application to harm native/endangered pollinators living in the permanent habitat","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards",We rented all our bees,Near your orchard(s): from the same county or a neighboring county,185,45-54 years old
1/28/20,Owner/operator of almond orchard(s),Sutter,Delta,16,Small,0,"Owner of the almond orchard(s),Farm manager,Pesticide applicator",Yes,PCA/CCA/Crop consultant,Very Satisfied,,"Availability of water,Expense of water,Incompatibility with irrigation system(s),Effort/time to manage it,Labor to grow/maintain it,Cost of equipment needed to plant seeds,Cost of seeds,Inadequate soil type for cover crops,Increased risk of frost damage,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents),Limited time for planting due to competing operations",,Surface water,Not sure,,,We have no concerns about permanent habitat,"Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",We rented all our bees,Out of state,185,55-64 years old
1/28/20,Owner/operator of almond orchard(s),Merced,Central,3,Small,1,"Owner of the almond orchard(s),Farm manager,Independent PCA (not affiliated with an agricultural retailer),Affiliated PCA (with an agricultural retailer),Pesticide applicator",No,,,Not sure,"Availability of water,Expense of water,Incompatibility with irrigation system(s),Effort/time to manage it,Inadequate soil type for cover crops,Increased risk of frost damage,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents)","Private cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds,Increased strength of bee colonies during bloom",Surface water,Yes,Very Satisfied,,We have no concerns about permanent habitat,"Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",We supplied all of our own bee pollination,,,55-64 years old
1/29/20,Owner/operator of almond orchard(s),Fresno,South,20,Small,0,"Owner of the almond orchard(s),Farm manager",No,,,No,Prefer not to answer,None of these are incentives,Groundwater,No,,No,Lack of available land,Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,We rented all our bees,Near your orchard(s): from the same county or a neighboring county,,35-44 years old
1/29/20,Owner/operator of almond orchard(s),Fresno,South,16.6,Small,0,Owner of the almond orchard(s),No,,,No,"Effort/time to manage it,Labor to grow/maintain it,Inadequate soil type for cover crops",Easy/affordable access to equipment needed to plant seeds,Groundwater,No,,No,Prefer not to answer,9,We rented all our bees,Near your orchard(s): from the same county or a neighboring county,300,45-54 years old
1/29/20,Owner/operator of almond orchard(s),Fresno,South,18,Small,0,Owner of the almond orchard(s),No,,,No,Prefer not to answer,Prefer not to answer,Other (please describe):,Not sure,,Not sure,Prefer not to answer,9,We rented all our bees,Near your orchard(s): from the same county or a neighboring county,40,75 years or older
1/29/20,Owner/operator of almond orchard(s),Merced,Central,45,Medium,0,Affiliated PCA (with an agricultural retailer),No,,,No,"Incompatibility with irrigation system(s),Risk of supporting pest populations (e.g., Navel Orange Worm or rodents),Limited time for planting due to competing operations",None of these are incentives,Groundwater,No,,No,"Effort/time to manage it,Incompatibility with irrigation system(s)",None of these are incentives,We rented all our bees,"California, but not a neighboring county",210,45-54 years old
1/29/20,Owner/operator of almond orchard(s),Merced,Central,20,Small,0,"Owner of the almond orchard(s),Independent PCA (not affiliated with an agricultural retailer)",No,,,Not sure,"Effort/time to manage it,Labor to grow/maintain it,Cost of equipment needed to plant seeds,Availability of equipment needed to plant seeds,Cost of seeds,Increased risk of frost damage","Decreased rental fee for managed bee colonies,Federal cost-share program that covers the cost of cover crop seeds,Private cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds,Increased strength of bee colonies during bloom",Groundwater,No,,No,"Lack of available land,Labor to plant and maintain it,Cost to plant and maintain it,Physical interference with operations,Lack of information about how to grow permanent pollinator habitat",None of these are incentives,We rented all our bees,Out of state,206,65-74 years old
1/29/20,Owner/operator of almond orchard(s),Stanislaus,Central,10,Small,10,"Owner of the almond orchard(s),Affiliated PCA (with an agricultural retailer)",Yes,"Private cost-share program (e.g., Seeds for Bees)",Somewhat Satisfied,,"Incompatibility with irrigation system(s),Increased risk of frost damage,Limited time for planting due to competing operations",,A combination of surface water and groundwater,No,,No,"Lack of available land,Physical interference with operations",None of these are incentives,We rented all our bees,Out of state,180,45-54 years old
1/29/20,Owner/operator of almond orchard(s),Fresno,South,10.5,Small,0,"Owner of the almond orchard(s),Affiliated PCA (with an agricultural retailer),Beekeeper",Yes,"Private cost-share program (e.g., Seeds for Bees)",Somewhat Satisfied,,"Effort/time to manage it,Increased risk of frost damage,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents),Physical interference with operations",,A combination of surface water and groundwater,No,,No,"Lack of available land,Labor to plant and maintain it,Effort/time to manage it,Cost to plant and maintain it,Physical interference with operations,Risk of supporting pest populations (e.g. Navel Orange Worm, or rodents)",None of these are incentives,We rented all our bees,Prefer not to answer,195,45-54 years old
1/29/20,"Owner, not responsible for day-to-day management",Stanislaus,Central,60,Medium,5,"Farm manager,Beekeeper",No,,,No,Prefer not to answer,Prefer not to answer,Groundwater,No,,No,Expense of water,None of these are incentives,We rented some bees and supplied some of our own,Near your orchard(s): from the same county or a neighboring county,200,55-64 years old
1/29/20,Owner/operator of almond orchard(s),"Stanislaus,Merced",Central,800,Large,200,"Owner of the almond orchard(s),Farm manager,Independent PCA (not affiliated with an agricultural retailer),Pesticide applicator,Beekeeper",No,,,Yes,"Effort/time to manage it,Labor to grow/maintain it,Cost of equipment needed to plant seeds,Availability of equipment needed to plant seeds,Cost of seeds","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Decreased rental fee for managed bee colonies,Federal cost-share program that covers the cost of cover crop seeds,Private cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds,Increased strength of bee colonies during bloom",A combination of surface water and groundwater,No,,No,Prefer not to answer,"Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies",We rented some bees and supplied some of our own,Out of state,180,18-24 years old
1/30/20,Owner/operator of almond orchard(s),San Joaquin,Central,35,Small,20,"Farm manager,Independent PCA (not affiliated with an agricultural retailer),Affiliated PCA (with an agricultural retailer),Pesticide applicator",Yes,"Directly from seed company,PCA/CCA/Crop consultant",Somewhat Satisfied,,"Effort/time to manage it,Labor to grow/maintain it,Cost of equipment needed to plant seeds,Availability of equipment needed to plant seeds,Inadequate soil type for cover crops,Limited time for planting due to competing operations,Physical interference with operations",,A combination of surface water and groundwater,No,,Not sure,"Effort/time to manage it,Physical interference with operations,Lack of information about how to grow permanent pollinator habitat","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",We rented all our bees,"Near your orchard(s): from the same county or a neighboring county,Out of state",200,55-64 years old
1/30/20,Owner/operator of almond orchard(s),Merced,Central,10,Small,0,"Beekeeper,Bee broker",No,,,Not sure,"Availability of water,Expense of water,Incompatibility with irrigation system(s),Labor to grow/maintain it,Cost of equipment needed to plant seeds,Availability of equipment needed to plant seeds,Cost of seeds,Inadequate soil type for cover crops",None of these are incentives,A combination of surface water and groundwater,Not sure,,Not sure,"Incompatibility with irrigation system(s),Lack of information about how to grow permanent pollinator habitat","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Supporting native pollinators",We rented all our bees,Near your orchard(s): from the same county or a neighboring county,,25-34 years old
1/30/20,Owner/operator of almond orchard(s),Merced,Central,40,Small,0,Owner of the almond orchard(s),No,,,Not sure,"Availability of water,Expense of water,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents),Physical interference with operations",Prefer not to answer,Groundwater,No,,No,Prefer not to answer,None of these are incentives,We rented all our bees,Near your orchard(s): from the same county or a neighboring county,195,45-54 years old
